type,plaintext,ciphertext
Caesar,iufozakfpogvzskrgnqurypzzocttufqoargspjjukrtevrkghdcovfmhggnixfqlkpnpjgoncbrwokid,lxircdnisrjycvnujqtxubsccrfwwxitrdujvsmmxnuwhyunjkgfryipkjjqlaitonsqsmjrqfeuzrnlg
Caesar,jayszjywsztxnzjrncecxotzzfoibalsuyljreanjjzxgtsnravarstvoizuzpxc,ofdxeodbxeycseowshjhctyeektngfqxzdqowjfsooeclyxswfafwxyatnezeuch
Caesar,crmzvbdtztvttsjioufcsboslirrmwroafeyuxiv,ynivrxzpvprppofekqbyoxkohennisnkwbauqter
Columnar,qlfkovrctbzustlaunfaichqlzeckcgjpiigbxcagqxtuzzhtsedrxfagq,caqjahaxrlhgczfxfzfeixexvtccxzxxlbnziqsqkuacgtdxosikburxqtulpgtg
Vigenere,nvuplhejfinuqyovtdvcklpfriswxyoerrtinctfnkxauepvztzoutdxuvlnpkra,mcvyjydqgrllpfperuujlunwqptfvpnlsarzmjuolbwhvnnmyaaxskcevejeorsj
Vigenere,qosxmjekfpeqjgkzdgukukxoxdaeexwjrylckruojnbtkfqcrcvtdqujfrkedmuwssx,phwrqrdueiiknojjczyeyswywweyifvtqrpwoztyigfnonpmqvznhyttekoyhutgrlb
Columnar,jbfhpqhxwiqkiwthtoqsvwyetxwbmhxonylwbhsfcyctlitwpgyklau,jqqhvxxwciyhwwqemystpapitsthlflgufxioybnhcwlbhktwwobytk
Vigenere,zoscghngfbeypnjcxkivlcvdgtvlyqpndmbuldovpcmcpbodpmeujwkdznntuzhlhfipaxhxcbgdil,yizfanmameyeohqfrqhpsfpjfncoswohkpvakxvyjilwweijoglxdcjxgqhzttooblhjhabdbvngcr
Columnar,voebulusdfmgdpauhdqzgcidsoxvenq,vudqsqedagxxlgddnxbfucvxumhiexospzox
Hill,wictqubjknnkabjkukxyeciqlnoailroerqknelvdqpplbexedxxacqljzasnqlwabzflrivgczqt,ekmtkmrhsxbyefzuysxakoqkzluowltwslwodufzhsjzddqpottvikathrumzcjeefnlpfkjyqforr
Caesar,ermpcyhwhakwhedijndtauzjhrrnnzsgtaslxqwxbwdv,dqlobxgvgzjvgdchimcsztyigqqmmyrfszrkwpvwavcu
Vigenere,mmyyjpbqzpfiuyvaekzxrfymrngwszxuktjdfbu,nlpjvvmtaowtgegdfjqidljpsmxhefixlsaorhf
Columnar,uahvwvozbdnbqyvxpvshmzffhkhamvzcelvdooaifatyiqczlpv,vbhadyxubphefladvklapzxfcizxhnshvtvovfzacxvyzvoqxwqmmoix
Hill,gtlrcvadrintzcueadgaavjsxsfnyyu,dhrmtvjfohfkctoojfykljmtqzhemctl
Columnar,hzkraficqrectslusryrepxtilmhegwj,zicspmjarlrigxkctrxhxrqsytexhfeuelw
Vigenere,tdqkyxqcyffojvhirxeastoogewaxqyodolfmuoafczxmxdcleqwpwosishsnftwrhtluefhgucsgjso,jscxdnfolkvdvimygjrfiiablulmkvodpbqvbgbfvrlkrnsoyjglbjtixeuxdufjwxixhjvwshhivvft
Vigenere,ybsrgledlxtihcbblgvtdcmupsufejgobkkxdatdepwsnbvqcftagwqkuasffcvqdsynlccyayrclvmgiswo,dwfzizjyyfvwmxojnuaoqkoiunhngxljosmlivglgdbnajxehagiikvfhiutkxiyfgdiykemfteknjrbvayc
Vigenere,gohdiyvshiemxmyjoptrfwvqbhtwoidajklnqhujzkj,aocscyqhbizbrmtyipogzwqfvholiiypdkgckhpytke
Caesar,peacafzdaxaubsqgzlburbkxisklqekwkebkzmmbchpkrhgaurpnmxtoxw,ujfhfkeifcfzgxvleqgzwgpcnxpqvjpbpjgperrghmupwmlfzwusrcytcb
Vigenere,feyoogamwaaukxmswsoqnqamgdiuotnxakxwlfxkurpwnyexswezsnsajuqgzhi,pxoryzqpgtqxuqcvgletxjqpqwyxymdakdnzvynnekfzxruacpuccgidtngjjay
Hill,youdldjsdyvxvkigjbbljbtcadvpngyjtbza,qywhnovhtztqtdmkborcbodhclferjexlmzv
Columnar,srlxtfrbxusleacpolqmlacuciwamqgaftdpdjhoqtt,tlqifoxrxpcqdxraladtxfemwtqxsbcamptxslcahxluougjx
Columnar,retklyywuowbpzsklzzxkjmknfdiszzmyvpwmirxmtcohebgfzqinccfxqbatkjyknnmspgszgbsyqxvoblotiipctnrtutoou,twzdpcqbnblnxlpksmhntsyttxwkkmxgfysvpoxyzjzieckpqiuxkbxiwoiamsorxrulnymfxkzocoeozfvtzqngbtuysmzrbcjgxitx
Vigenere,ccwqyrtfitessoqemcigoqhlukjfdssvycjmtwecscjthalsocwurgattshixmswpqcx,sjqioynxyaykivkwcjcyexbdkrdxtzmnojdejdyuijdlxhfkejqmhnuljzbantmofxwp
Vigenere,jpjweqxnrguybkznncieaginvslethmfljrqjhocaqfbtckpphejxmemcvmsmrfdcychkpg,zqbtjwadsyrdhnpofznkdwjfsxrhjiecqpugkzlhgtvclzpvsxfburkpsweprxitdqzmqsw
Vigenere,rgjlhohiyrjmjuveqvqzgrbqmlwrzwadymzlqceoptkbmeuwvebqlgeznxlhbvherjlgxuzwate,jxhurefappswzsnvoeapejsovvmprnymicxdhanyfrcsknemtwsouquxfojqllfwihuqnsrnyco
Vigenere,bohvngcexdvoplsrseuospiwxnlfhplpkcck,jvvmovzmermpeiaygvvdpxpkooacpwzglrzs
Caesar,syftsjhepsnmcfnctgkomdwkpgxpdyqhjltazanrjwfprgsbemamedkbawhwufuz,tzgutkifqtondgoduhlpnexlqhyqezrikmubaboskxgqshtcfnbnfelcbxixvgva
Columnar,zzirpfyizqglqirkmompvuovxejpduf,zyqmxfziipexpgmodxizrvjxrqkupxflovux
Columnar,vufbnzealejvgtecszqwxwnlklyfdraxyhmoycxdhljjrcmbmutyjq,bvwfojyvlskyhmztwrccquezlhlungxdyrjaclxdbxfjqymjteenaxmx
Hill,bufvpagttwyvihourykjodpckqlkpi,njizvlpkrftgpcawtvhotufzqydhjp
Columnar,bmmbssnuahnrkwycqeafzqtvhlqclkhey,bsnczlhbawavlxshyfhkxmuketcymnrqqqe
Vigenere,ccvmakjrwvhkryjryeqxcqaoqdnxnckdiavvmovggowyckgfqwoektamrpoyytsdmkgojm,omzizjgdiflgqxgdkoutbpxacnrtmbhpukzrlnsssyaubjdrcgsajsxydzsuxsppyukkil
Columnar,vhpzeggxizirrucpftjdminmbxavruloitooeubddclttbhnwrqbrbveiqqltqgsybzwiaxdyrjtcnrczngrbqpesnptetvz,zxrpdmvoodtnbelswdtcretzhgzutixutucbrbqqbarnnqntpgicjnaloblhqvqgzxjrgppvveirfmbriedtwrityiyczbse
Columnar,oilxslkdgyhscuanmuxsrzcgvfhvroiknolaikkrqapkxgfoommgquktniobmqqubpinfjtgi,ssxfnrfumnxigncoikmibglcshoqokqfxodazrapmnutxhuvkkgqbixlymgikxgopikurvlaotqjx
Caesar,qdnhtqyxwmclbuhezvqevjehywqiqoijsixwmnolaanoblqgkwwcxeqogsqbqvioqtizozrsoqpdjcxfztxqkckzeoalyscm,ivfzliqpoeudtmzwrniwnbwzqoiaigabkapoefgdssfgtdiycooupwigykitinagilargrjkgihvbupxrlpicucrwgsdqkue
Hill,wigxwsylhxiiarunlifkkspgaqwiijcuceelazvqfjxafimnwuteddzhmuxmfcwgdnhjwutxx,oicrcuwpnuqsqxmvxbrbakhvmooiubyemqkhwrjznstrjjcxkmrptkrieipvlhgqhwjykmpehq
Caesar,fvbnhdfeloncrgpxpohxsoiadelkrnpvzwrimtketcdknsyjqjlztdaesleheyslectjiayyzlgxyxipbacoagyzwlfqd,oekwqmonuxwlapygyxqgbxrjmnutawyeifarvctnclmtwbhszsuicmjnbunqnhbunlcsrjhhiupghgrykjlxjphifuozm
Columnar,awfmnoeaaekyysbshyplidereywohuwwrymyjrnoeuskrkbunjfaopqafnndviaqdryutxygljiclwo,myloykaducasrwouaqgxosdurkpixwebewnbqayonyihjrovtlweyyyujnrjfkpwmsfnyiaaherenfdl
Columnar,luvadrknnvikqhaoauyrmjxkegjkihrazelklqjigvxivgpxrmucgaroxcambgcgnxccwtwccetypokxz,rhjhqgagtoxdqmilvgbwpxnokaixogcxxviyjlxuactxuvugevmcxexlnaezgrxnczakrkkicmcyxkaxrjprcwkx
Vigenere,rdwkqxoqtouzkxewcetbpkjxkdyzecpbzfasaawwoqgxkfzyahzxrzvxolkuuroupibtftyhtyfvu,dgcvvjrwetgcqijifkegbnpippbfphbefqfedghbatmiprcelmlaxkajrrvzguufuuezqykkzjkhx
Columnar,phfvfeybyewkehtbattwvoypxsxodvrmsaxsygplrbqquijptitjoygkvwhjatzwmpflmwhyehcxsqglvqxrdcpgfxgqisfzq,eewxarpgtmxxxqpbtodsqivwhqdqfeaprgujhpelpsvwtxmpiojfhvgffktssljyalcqfzhybyvyqtwmygciyhvoxbtkzwsrgx
Columnar,qoppvceotwrzcbqjvicmmitmjieimodupkqhojsvctuxfoqzwluaigxmfheurfphnuabneb,qeccjdouwxravrvtmqcqienbptqmepsfufpnczimohtzguuxpwjiikvoahheoobmiujxlmfb
Vigenere,lvliomzdujgkyheinjapxldjjfjtvilolfwalexrgksfhnuxqtiacrcppaeycledfjtjjsaj,xkpfklubgykhugzgzyemtkyhvunqrhgmxuaxhdspszwcdmpvcimxyqxnbpivykzbryxgfrvh
Hill,aciczawowshqydyylyptcnwaqryqhlngw,wmmiyhqiigivdgacapfjrmsclqqgfroxlk
Columnar,kblzkvyvbvjjknnykoqfrvxnltnacjlknsbgtkoeqkydnddms,byjkvnktkdkvnfljbenxzbnqncsodskvjyrtlgqdlvkoxankym
Columnar,tpvygxkzfrbcjqytqfkugmtfsekydvoatajkaentwumxchgjyzo,vzjftytemjxpkcqmkaaugxtxbtgeokwhogryusvjtczxyfqkfdanxyx
Vigenere,vnozxgpgoxnzycuyyanugllkkriqnzikldgxibzauibbkhwcusm,ovrhqyiorfgrrkxgrsgcjtecdzlygrbsolzpbjcinaujnppunap
Hill,lbeoreedyaqufpqurjxpzytmxotpggfkdmugpnzufrojncslqcwivqnvasuotbpvsaxfcajpun,lqqocvlxusyyxqyyjyzkcnoniznuqmqnsbgqtimvfmnzijhleiuukntkuqmajwzsculegijgvp
Vigenere,gnhwqxswdufjmjnceaywqcvbdbnygdpojlyzkzqcajxqmxqgpcbjsgvdyijyxzagruearkz,xgrfkytiunpsgkoovtifkdwnuuxhaeqaaeiiearorchzgyrsgvlsmhwppbthrabsinojlla
Hill,bdkrdxgzbbacbuvzfzjbmsxlcspsngwnkllexdhlngzsymkhsnsmnpjbhpzqknuzare,rjbmpdtqlfgeqrjjlnxduujnsqsdszhojawplxlrszuhusxsbcyatrxdxzodpebgzixg
Hill,amclvbbffaqckhmtvccvsxldzolhibwelvqulmxomjqoilivfx,qgahznvnluyaolyzjuwzuzxnnqlpmnamvjwwjytichogifexhz
Columnar,hxkxhkxmjiwwnnqbvrzdftcexyrnmvpjtxyxzwoeu,kxwqzcrpyoxxkinrtyvxwxxmwbdenjxexhhjnvfxmtzu
Caesar,yuyapnieirjusxpvrqlcyjfheetavvkzjzqupppdppcuxsshozwexwfeivqulcduoelqyuxtnorsxqwuhkempfqwpacrdvqjdept,dzdfusnjnwozxcuawvqhdokmjjyfaapeoevzuuuiuuhzcxxmtebjcbkjnavzqhiztjqvdzcystwxcvbzmpjrukvbufhwiavoijuy
Columnar,ozkqkrdhzudmezhltgqcivgruniurolniwcxwwlpakyhjfyongwakfywvosiiesrjlcosbvwbrhrzzwbo,kmqnipyfiohxkutrlwjaslbbreciwaoyesrxqdgunlfkicrozzlgowhwojwwdziucknwsbzxohhvrxygvrvz
Hill,sjzeuphbabycfssfkqxcxwhrlgnulopksbrnaichqyqojfpaqitpznqnmhzyybmsjsbayrajqsbvcfoo,jsbxdmuljoaozbzoairhpbibxflhrnrlpkkpuidiwgkwwdfbiqufetbipazrrakyjdjhfqdwuaqplgsi
Hill,ojzaceiomgleuohtcmpaeqnpqgoroadugk,xehtieiioexpcokvakzbioyvmgpkgulxae
Caesar,nxrirevptotiisldrkktiuzgthaetifyahragvsweyqzftwlcwvzzegabdfdusqvsuvqggqyimjvctlumaxeybjhadao,ismdmzqkojoddngymffodpubocvzodatvcmvbqnrztluaorgxrquuzbvwyaypnlqnpqlbbltdheqxogphvsztwecvyvj
Columnar,bnbwsyrcpbfbipnsmcwbzfjrcrmtdzcmdeaonkfwqmlicrxquvatcz,byfszrcoqrasbnbczawcvxnrbmfmmnmxtbcicjtdklqcwppwrdefiuz
Vigenere,ylycwymrzcmesimkaesyxredaoxkaojmvjpcmzsktqgvymysxbmxuoo,tyedvtzxabhryjlfnktxsekezjkqbnezbkoxzftjodmwxhlyyahkapn
Vigenere,vffxhgsjqdqznyvfprsilqxngvwnlyqvwfpmrnwcwmknbfcmsildzkkxauvoji,ozozjaldzfstgsehrllcuszhzpfpnsjpfhrgkhfeygdhkheglcufbedrjwxicc
Hill,malngyoknqasncmbifarttgkrhtgfcguirolhsdszezxiznavjq,ieqvuaqgpdmsxpnsnmheivcmqrvvjvawvyvuvdbtpvgbjgnnudny
Hill,pijszfglbbzxvajcdujjuysuzwxlkznnvzaxbdlfbfrsjygvqzcfxnddyaykqzcpxhhzqaeevvhdtjafxc,kvaplnryrhrvmzmfwrxlmgmuijxrtqnndnzqjfdfbdmbcjdopmjyppzvkkwapmvonvvfyyqctrfbzntiun
Vigenere,serqnodwbqwcejqmgnmsdqxkonfkiqnkyheesmlhivnouotemnrsyocdjuncavnszhpnrnymlthyedjnoqbhgis,xjhztaibrzcojogvmzrxtzdwtsvtocspoqkqxrbqohstkxzqrshbeahizdtofadbftushweyqyxhkposezhtlni
Caesar,fqjsfnkisrzxzsaiylehiekfdcmmjlsnwdgpwzwkfboxpunthqxmxrpkzzxzontcddcksklsxtqjkkeatjsxksgchlyscgbu,kvoxkspnxwecexfndqjmnjpkihrroqxsbilubebpkgtcuzsymvcrcwupeecetsyhiihpxpqxcyvoppjfyoxcpxlhmqdxhlgz
Columnar,vrexsvkhkbdcueyhkrdvetyvhgpqwtntnjkrayuwqrrjapypunuhhoqfelrcmbifddaxqoicxhsalbantjpxlcrnahkqwyzlibom,ebkvnyahrdxnryxxdrhtuphcahtnzxscdgnwyomxsjalxvuvpjqpqbqaphixvhytwrrnefiblqorkhytajuldcacwmkeeqkrufiolxkbx
Vigenere,cykddipjsiuruxvtpyzhpjwhjjfdyypnqxghvqnpsidhsnydballbrthrjqgbnjunbtiphepkpvlylsvhkdxogmrppoooq,gdpyidtoxdzmycaoutdmuebcnokydttsvslczvskxdhmxidyffqggmxmwevbfsopswxnucjkouagdgwamfisslrmuksttl
Hill,bjcyjtrlvwmnlkgghcxzarkkdawigcgdkycbfjolrdickuegufihehhbcymynexjsvgbqrebvgoxnxsfozuwkysllfqtqeewxqs,tiuctaviddgxvbyerzvcovoyvjaekwulyayvvuaztsyckskyifwzunhkucmgbvrwyfahwrmbzxqxjuuzkbwayaclxeqvweoejxsj
Vigenere,ptfdskyudcioocoatitpzrfyqwwxqwjizmkgthwkbvizuhopyykbteodgu,xeqgrsjfgbqzzfnietwohcqbpehitvrtkpjoeszjjgtctpzabxsmehnlrf
Hill,zuvnzwvgtonudgspwwscbukocbnbfupa,xxxudvpbrbvtzvwrwuwetpwymrdmlzjf
Vigenere,gmrhoctzruuelceutggsrtgkjsjimijmjczgdhrlerqgcrunawwspnktkakbzgatquqrlvigcqpjzgoyrnycag,qoafcndbasipvenshrquaruvtusgattosanrnjajscailpiykyfqdyuvtyymjijrefatutwrmsyhnryaalmnki
Vigenere,jqdaueoytkkzlkmjdrbwhwfeyflgww,ydmhytbhaozmurqyqaiawjolcuypda
Caesar,hkurwylalauaswgzyzcjupsakggohppomugvuldftwegplsrnrkcquxtn,svfchjwlwlfldhrkjknufadlvrrzsaazxfrgfwoqehprawdcycvnbfiey
Caesar,jbayaszrxjntssppijslwadctvlnxorjfvpmjjjtcdqoeefparebxedsi,kcbzbtasykouttqqjktmxbeduwmoypskgwqnkkkuderpffgqbsfcyfetj
Vigenere,fypzzcjlfosqsfzgjfkmlbopkstdbqjpwet,ixbhlrooeaachkcfvnwbqenbseiiepvxity
Vigenere,iugkiilntjabycgyvtdlxjmtbkmqrfqblryshsfnmpobd,vlzdcayemcutltzrplqcqcglobfjlxdsekskujygghbsw
Caesar,seedycdsdebjxvotehcstnglgroenbnniwtrvqfwcpyfsjhwuqiiddbdp,rddcxbcrcdaiwunsdgbrsmfkfqndmammhvsqupevboxerigvtphhccaco
Caesar,gjanqusamovmtdvnkqfdipodbrnrsmapjrigoureixcje,wzqdgkiqcelcjtldagvtyfetrhdhicqfzhywekhuynszu
Caesar,plgxramwgrhlgqhdosrlhzonwcneqhdekyxkryedjfltmyjsjcvdkozxasszzocmvqwseezk,qmhysbnxhsimhrieptsmiapoxdofrieflzylszfekgmunzktkdwelpaybttaapdnwrxtffal
Vigenere,rgexjqvdeywtbaegatrqwlourwxwruocfurauhifuyvxdppybfcdnmldzsc,nqrqvoazolpfzfaqnmdobhyhkivbnebvrswweubrsdrhqibwgbmqgyjivcp
Columnar,duhjfuqimxrtzboppjrlrazkdragxbmwgcqdqgufdidqiogoeprzdtfoorvihgltxzwkutnxowflgdolhgowfzoeujg,jxpagcfozrttlgexutjkbdiotizxdwjxhmoraguirolufhoxdqzrdmqdefhwoofgfrpzxqdgdvxngouxuiblrwgqpogkwlzx
Hill,olnnnusyuiksteezcemldiynwixwjyhkypsvjq,ornahzaeqkwqjfypksirrxunwknvzrftwjkxrh
Vigenere,mcnbjhydiqwfakfaquanzvexkpxhcagkhryzkmzxmptsftaxypgbdgmeiefeguxylgvmjvwcpudznpx,juczzeqsggtxpivxijydwntvampwaqdcwpowcbxnjhiqvqsmwfdtsecbatdudmmwbdnbhltuestwfev
Hill,bnmmcucpajxdmjmjyqacseiuunylfltpixkbpwqy,aluoqqzlpjsjplplsumcyuqenzbpobmdvhthpsos
Columnar,tjaqoyexfdzkzbtuumioagcxatxsouxfhjaet,qzmafxjfucutyzoxjxtxtgoeokithxebasaxaduxxx
Columnar,tfapuadqxbooozejookvfrksnkifoyvyjojeneqdsilcqpnjrlzdlwjlfyecjyfwbvcctouhxbsyppeg,uookojsnlebupxaxefijqqzfftsxaoosyeijwcvhpxtdoknvnlrjjcxefqzvkyecllycbgpbjrfodpdywoyx
Hill,xcabkmehdhkbsswvrumrdehhubfdwluafiqzymepyuxpkbyzyckftqhgnbjdskxfrgibzkwrrtrlophwkns,nmpduqpnspljisptpalbzgghhpezvpsmbopreoflumazljrbkktvbkrecdsrsugvnkrnxghhaxkzbrxajtfh
Vigenere,cfsqylnvfcvnyngqafwixzyngcxwrsxwxlwuwlnsmohshiirjvcazpdhngxgiwzjhecgqkdztudfxbmvxfprfbpegxdjotwxag,nfwlwwfkqcziwyyflfadvkqcrcbrpdplilapuwfhxolnftaguvgvxavwygbbghrysegbovvoeuhavmekiftmdmhtrxhemeomlg
Caesar,bixwrksfqjnxspukxsrepeseyvzjdbcjmhwjlllfujnopigltfvtbetnrd,fmbavowjunrbwtyobwvitiwiczdnhfgnqlanpppjynrstmkpxjzxfixrvh
Hill,fdzvwhjypgtuefeftmzpopkzndsqyyfkzhjesrrwuuclseojpjyodymbnzoskbd,unwjxfxyvclwdndnlkwnrtbjaluasehewbxuhvdgcmvduirxinsczgjfafeebzml
Columnar,cquqompwymvztznqdmlphunhyoenoqiigvypksded,coytdhyogkdupvnlneiydxqwzqphnipexqmmzmuoqvsx
Vigenere,nrnbkuvthbxbcwyfyrtuikxvanxqgs,rrbvwwztvvjdgwmzktxuwejxenlksu
Columnar,kmaislgavkwbgmbazgfmgjtjsfxcuahqmxdyoualfplwshbrvrx,akzjhusxgmgcdpvxkabjuylrlgmxxfrxsbffmlbxmvataowxiwgsqahx
Caesar,drmhsefiocwesgonrzqggkmtwfmuhjknyuulzegqopclrqsqxjfpadsjttbhlmtqysaqploxdixqp,vjezkwxaguowkygfjriyyceloxemzbcfqmmdrwyighudjikipbxhsvkblltzdeliqksihdgpvapih
Vigenere,ifnnbzorvhrtukdllwxrmlfwlydmbowcbkwsbszyyfrsa,arqktlrontuqmwgidiaoexitdkgjtazztwzptecvqrups
Caesar,qqdmuoddnzvwwcwkpzmkxqpwtekpnthdybhjbbstxgairtxuzdrjzs,nnajrlaakwsttzthmwjhunmtqbhmkqeavyegyypqudxfoqurwaogwp
Vigenere,zkutttpudzgbqchqzaomksxcxawtcmguogspoidekc,ubyjonoyyqkrlwguurscfmwgsrajxgfyjxwfjccift
Caesar,byoefwckbcaolcjztugbdqriiucqsuvbcljqgvmwjq,liyopgmulmkyvmtjdeqlnabssemaceflmvtaqfwgta
Hill,ejxhmfhwskhgomncazirwgqrqnmvmw,hiclzczromjbscppzmnciujafwpsqg
Hill,mqzjewonawyxzwbraincupryakbyxjmrtvrmuktwllgagvoadkqbvajqbwxyvwrplmeqophrhdpwpvrtomkvrxsif,oixxioxguqvakxddmuqfviytcmubdljehrgpuccndjikhekggrzocjkdejgdwzrdyfmmnylndropttxnckvcdxkynd
Hill,swaezorjxcbtppnfwglqnehjjxqickrmmxwmsvumgvwdfrinipqttqmvg,myiwlvihfzqlmtkvwelpvjutencecybrdmiyxmaqbqducdtgxelgrvzofo
Vigenere,aykagjvtqvhpynlyznyesrvlfcdqpqrilazquzpxdhnytvmar,rpediamntxygsqnpqhbgjipohtukssizfdbhltszuyhbvmduu
Caesar,ruzahbwcybgtpjyyhzxogxtgyndtlpqpcykvazkiibdmitayhwxshojtlpyxdkzwitjmlouzlnthxuuhpidmumvepjeruyyofytz,vydelfagcfkxtnccldbskbxkcrhxptutgcozedommfhqmxeclabwlsnxptcbhodamxnqpsydprxlbyyltmhqyqzitnivyccsjcxd
Hill,ngbjglmcpbijozzhgegxutnrwtaeceifelkxjzygtectwtcopxxqbtnjqvwxgqndyuhxolwkqtzlilnljmyesylsjkwp,pxpocvgaheihqtzeesgpidxygbkyiwyjexclvyemrfavgbuexgrvbwdcetqzimbsasfounqmmhjcatvovlmaqwvtdzwd
Hill,limknbprapijbpojtwurirfqcvekeatvakulbumguwxwcdjdzidfydzpgrmfrciefisliotyvf,fvuuehelvobiczrwnznohmvlhaqkcswfospyjvesukprnekdztcdlmodtqnyxtumphbcievnyt
Caesar,wotkmgttxmnybyzkuehcrgoltlxudohvcwjmstdnmzxapmkvhryvigxjqbqcuh,yqvmoivvzopadabmwgjetiqnvnzwfqjxeylouvfpobzcromxjtaxkizlsdsewj
Columnar,esgdelrdqzgkcjdvdwvtzncwpoaiqfxlkguiccljxqslbbhumnazatnccpotpbvfbudnymbmsbks,ezdtpfujbnntbmkxdqjvwqgllmtofybxsrkdnalcqhzcbdmxgdcwcikcsuapvnsxelgvzoxixbacpubs
Hill,fdnhvruvkktigtcibhmqrcxzqccwvzkzzqdotisxohwbvclwcofivm,fjlftjxwugevzogertiqqlznkkconlzaidonevdorglgopeximyhal
Caesar,kmmyggpsnvrkwmlqjvpcnejxxweehyfsoxt,uwwiqqzcxfbugwvatfzmxothhgooripcyhd
Columnar,vdqgjdkogkihxlcvzkocnvlndlhesmfxvthsr,ddklkvlmtxqkicolhfhxgohvcnexsxvjgxzndsvr
Columnar,fbqrcnccdmkxjduvdoleocbhcjhqbfpbahyfxgpesvlnqodqzdkxacqapjfpwpuxkzjisigyguviwlvwadwxcqsctvnunmtwi,bcxdchbxvdxppjywdsuiqcjobqaglqajuiglwcnxfnkvojpfsokawzgiaqnwrddlhbhpnzcfxsuvxtmxcmuecfyeqdqpkivwcvtx
Hill,xxlscgdhvtysiapvzcbrddyjpujwuqfjgluksjultufhucnnbnnkcjrcgtaybdrjiqijppdxgffbtdbzeo,mxvvseofuhiiuesfrhwjodvkfldjysghpcyctulwpngtyyanwhnffmxdpgamwpknumhcsponpmgdclwnkw
Columnar,yhgphtefjiyspoonaxhwteimuuqyycsbkhcvtxxjfqnpthgspsoeobnyraacfx,htioxeuchxqhsbaxgeyohiqscxngonaxyhjpatuyktftporfpfsnwmybvjpseycx
Caesar,feccvmlmrjwgkxjikfdwodzlrzdypbaopywnavqikatwrzdttstlfingekiffnznawxlvitkzkmgjqdlhqplnnaqbffyoi,nmkkdutuzreosfrqsnlewlhtzhlgxjiwxgevidyqsibezhlbbabtnqvomsqnnvhvieftdqbshsuoryltpyxtvviyjnngwq
Hill,cggyrredrfxzachfaglyfkejqssjnjmlhtqknxxbnfdqmgsmmajjxsbpwsuhptetxtfusuw,cgygtpdejnvbgwlbsokzqzvseenobvpibzgurtbxpdyvaswiiehlaplfigrkptzydnufusxw
Hill,zsxgvgjygrwouonxgndobwoqccoskacricxrtjqmqrovtplvryeonxmivpiusejduxkuocyodlxdhepuohvm,vqbodojexfiykyothnbyjiyugwgqqabfawgfevgcnffxcjixbeayotukajumysqhhtsmuwgycrchjsnmbzbc
Vigenere,afznjzacpfxfyhxbrduprcqcigwwxhgbrvatuatnzadgppjpbmijdfx,svogbppvhvmyqxmujtjijsfvawlppxvujlpmmqigrqszhfyitcxcvvm
Vigenere,bhuuoyhunubtqfnjqeipurnxiytwugiizprblwjqvnophhggupszujbibm,mjzdpyswsdctbhssretrzaoxtayfvgtkeysbwyozwnzrmqhgfrxivjmkgv
Caesar,vugnnyfncqkfkzoytgvmnhclksfravodagbljxbpunotocrrgelvhjsrl,wvhoozgodrlglapzuhwnoidmltgsbwpebhcmkycqvopupdsshfmwiktsm
Vigenere,lrcvxnyzdeugnmmuxipveppiagemdmvwejaacikmxbjaqnbgrpczlxlbqsgejotjvqvu,yjyxkfubqwqiaeiwkalxrhlknyaoqeryrbwcpagoktfcdfxiehybyphddkcgwgpliirw
Columnar,gwhfttiokgcmhmjutszoxeqqrqhjcjqpqksyxbzhnjlijekyokzkoawyhtdjnrfktjjhykqhsezxmpksvvbjlsimydsfgx,gtcuxqqynezynjqxvsswimtehpxjkkhrjhmvifhohsqjqblyotfhspbmgfkmzqckzioadkyekjyxtgjorjshjkwjtkzsldx
Hill,vgiheytpkvtzpametcxwtkddapmvucyxcijvwaxstljifnsqydbekkmdhi,viknusbnytvlzocabanyrolxexkhuuixccfzcyfettfmrjkyubbocqavty
Caesar,jltvsqvrbsxtyhzfwsyletogbigcfcapxgxhonrethzhsfjnrfxks,wygifdieofkglumsjflyrgbtovtpspncktkubaergumufswaeskxf
Hill,kqwhvqsfbjobqobnqcjjkylmyqlzcqazgsghcbtmnldhxdblkseyjahrlalogbrduleoa,gwdzwpvldkzxwefkqermkwwtygjgsutnaibvrhkvzazetwrkuwgogzlsqtktlvpovfoofn
Hill,ifozgegtnjmzpygbseqklmihdklnkzkkdhxnqokfmxzxshiukjjysunoozppqos,nynqcmfqufxgntrguuawpbdcnjkdhwescdclgedihcupfaqcjqrpsavpnqgbgedg
Caesar,lmaanyzbhewraxdcpzhehnfrmcxcqkbfqxgiyejizdodawrveirwcuanmcudemrawskstgloxlcsdcvvbgifbdinjbryghrfb,qrffsdegmjbwfcihuemjmskwrhchvpgkvclndjoneitifbwajnwbhzfsrhzijrwfbxpxylqtcqhxihaaglnkginsogwdlmwkg
Caesar,tzxervthorispeyrjqczpvocolskmglaxaiisdf,zfdkxbznuxoyvkexpwifvbuiuryqsmrgdgooyjl
Vigenere,mwjaifhnhxrzzguhsxhdsjihwnuesbgkiplfjufptgcuuouxlilspxygycuqrajstxpqupugiblyxha,clkakbndwyrbvmkwtxjzyzxiwpqkiqhkklrvyvfrpmsjvowtryatpzumorvqtwpiiypsqvkvjbnudxp
Hill,wyhncgswpwxqdbampeveqdvlnvopngwriuddctkxhwqouikfqdjjsoylhb,qmkvmmgylprhmxwmrxhphmwjgvpsltbsgsuzzmtohrmkqqzwhmixaqrsoj
